X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,0.000000
6.350000,0.000000,0.000000,0.000000,0.000000
6.350000,12.700000,-0.001034,-0.002787,0.000000
0.000000,12.700000,-0.001377,-0.003048,0.000000
6.350000,0.000000,0.000000,0.000000,0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.000727,-0.002639,0.000000
6.350000,12.700000,-0.001034,-0.002787,0.000000
0.000000,12.700000,-0.001377,-0.003048,0.000000
6.350000,12.700000,-0.001034,-0.002787,0.000000
6.350000,25.400000,-0.001438,-0.005535,0.000000
0.000000,25.400000,-0.001794,-0.005664,0.000000
6.350000,12.700000,-0.001034,-0.002787,0.000000
12.700000,12.700000,-0.000727,-0.002639,0.000000
12.700000,25.400000,-0.001085,-0.005404,0.000000
6.350000,25.400000,-0.001438,-0.005535,0.000000
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.000485,-0.002565,0.000000
12.700000,12.700000,-0.000727,-0.002639,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.000287,-0.002526,0.000000
19.050000,12.700000,-0.000485,-0.002565,0.000000
12.700000,12.700000,-0.000727,-0.002639,0.000000
19.050000,12.700000,-0.000485,-0.002565,0.000000
19.050000,25.400000,-0.000751,-0.005296,0.000000
12.700000,25.400000,-0.001085,-0.005404,0.000000
19.050000,12.700000,-0.000485,-0.002565,0.000000
25.400000,12.700000,-0.000287,-0.002526,0.000000
25.400000,25.400000,-0.000442,-0.005217,0.000000
19.050000,25.400000,-0.000751,-0.005296,0.000000
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000115,-0.002508,0.000000
25.400000,12.700000,-0.000287,-0.002526,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000045,-0.002507,0.000000
31.750000,12.700000,-0.000115,-0.002508,0.000000
25.400000,12.700000,-0.000287,-0.002526,0.000000
31.750000,12.700000,-0.000115,-0.002508,0.000000
31.750000,25.400000,-0.000156,-0.005171,0.000000
25.400000,25.400000,-0.000442,-0.005217,0.000000
31.750000,12.700000,-0.000115,-0.002508,0.000000
38.100000,12.700000,0.000045,-0.002507,0.000000
38.100000,25.400000,0.000115,-0.005164,0.000000
31.750000,25.400000,-0.000156,-0.005171,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.000204,-0.002524,0.000000
