X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,-0.000005
6.350000,0.000000,0.000000,0.000000,-0.000000
6.350000,12.700000,-0.005289,-0.014949,0.000014
0.000000,12.700000,-0.007142,-0.016304,0.000010
6.350000,0.000000,0.000000,0.000000,-0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.003638,-0.014132,0.000008
6.350000,12.700000,-0.005289,-0.014949,0.000014
0.000000,12.700000,-0.007142,-0.016304,0.000010
6.350000,12.700000,-0.005289,-0.014949,0.000014
6.350000,25.400000,-0.007327,-0.029803,0.000015
0.000000,25.400000,-0.009266,-0.030545,0.000014
6.350000,12.700000,-0.005289,-0.014949,0.000014
12.700000,12.700000,-0.003638,-0.014132,0.000008
12.700000,25.400000,-0.005413,-0.028982,0.000014
6.350000,25.400000,-0.007327,-0.029803,0.000015
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.002345,-0.013683,0.000005
12.700000,12.700000,-0.003638,-0.014132,0.000008
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.001304,-0.013418,0.000003
19.050000,12.700000,-0.002345,-0.013683,0.000005
12.700000,12.700000,-0.003638,-0.014132,0.000008
19.050000,12.700000,-0.002345,-0.013683,0.000005
19.050000,25.400000,-0.003611,-0.028254,0.000012
12.700000,25.400000,-0.005413,-0.028982,0.000014
19.050000,12.700000,-0.002345,-0.013683,0.000005
25.400000,12.700000,-0.001304,-0.013418,0.000003
25.400000,25.400000,-0.001956,-0.027684,0.000010
19.050000,25.400000,-0.003611,-0.028254,0.000012
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000422,-0.013282,0.000003
25.400000,12.700000,-0.001304,-0.013418,0.000003
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000381,-0.013273,0.000002
31.750000,12.700000,-0.000422,-0.013282,0.000003
