X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,-0.000008
6.350000,0.000000,0.000000,0.000000,-0.000000
6.350000,12.700000,-0.006170,-0.017711,0.000020
0.000000,12.700000,-0.008371,-0.019313,0.000015
6.350000,0.000000,0.000000,0.000000,-0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.004211,-0.016716,0.000012
6.350000,12.700000,-0.006170,-0.017711,0.000020
0.000000,12.700000,-0.008371,-0.019313,0.000015
6.350000,12.700000,-0.006170,-0.017711,0.000020
6.350000,25.400000,-0.008594,-0.035350,0.000022
0.000000,25.400000,-0.010905,-0.036290,0.000020
6.350000,12.700000,-0.006170,-0.017711,0.000020
12.700000,12.700000,-0.004211,-0.016716,0.000012
12.700000,25.400000,-0.006316,-0.034300,0.000020
6.350000,25.400000,-0.008594,-0.035350,0.000022
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.002679,-0.016148,0.000007
12.700000,12.700000,-0.004211,-0.016716,0.000012
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.001454,-0.015797,0.000005
19.050000,12.700000,-0.002679,-0.016148,0.000007
12.700000,12.700000,-0.004211,-0.016716,0.000012
19.050000,12.700000,-0.002679,-0.016148,0.000007
19.050000,25.400000,-0.004170,-0.033354,0.000017
12.700000,25.400000,-0.006316,-0.034300,0.000020
19.050000,12.700000,-0.002679,-0.016148,0.000007
25.400000,12.700000,-0.001454,-0.015797,0.000005
25.400000,25.400000,-0.002197,-0.032594,0.000014
19.050000,25.400000,-0.004170,-0.033354,0.000017
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000425,-0.015608,0.000003
25.400000,12.700000,-0.001454,-0.015797,0.000005
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000502,-0.015586,0.000003
31.750000,12.700000,-0.000425,-0.015608,0.000003
25.400000,12.700000,-0.001454,-0.015797,0.000005
31.750000,12.700000,-0.000425,-0.015608,0.000003
31.750000,25.400000,-0.000397,-0.032093,0.000012
25.400000,25.400000,-0.002197,-0.032594,0.000014
31.750000,12.700000,-0.000425,-0.015608,0.000003
38.100000,12.700000,0.000502,-0.015586,0.000003
38.100000,25.400000,0.001275,-0.031958,0.000010
31.750000,25.400000,-0.000397,-0.032093,0.000012
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.001423,-0.015751,0.000004
38.100000,12.700000,0.000502,-0.015586,0.000003
44.450000,0.000000,0.000000,-0.000000,0.000000
50.800000,0.000000,0.000000,0.000000,0.000000
50.800000,12.700000,0.002441,-0.016118,0.000005
44.450000,12.700000,0.001423,-0.015751,0.000004
50.800000,0.000000,0.000000,0.000000,0.000000
57.150000,-0.000000,0.000000,0.000000,0.000000
57.150000,12.700000,0.003672,-0.016703,0.000007
50.800000,12.700000,0.002441,-0.016118,0.000005
57.150000,-0.000000,0.000000,-0.000000,0.000000
63.500000,0.000000,0.000000,0.000000,0.000000
63.500000,12.700000,0.005249,-0.017579,0.000013
57.150000,12.700000,0.003672,-0.016703,0.000007
50.800000,12.700000,0.002441,-0.016118,0.000005
57.150000,12.700000,0.003672,-0.016703,0.000007
57.150000,25.400000,0.006700,-0.034413,0.000018
50.800000,25.400000,0.004694,-0.033150,0.000014
57.150000,12.700000,0.003672,-0.016703,0.000007
63.500000,12.700000,0.005249,-0.017579,0.000013
63.500000,25.400000,0.008951,-0.035962,0.000023
57.150000,25.400000,0.006700,-0.034413,0.000018
63.500000,0.000000,0.000000,0.000000,0.000000
69.850000,0.000000,0.000000,0.000000,0.000001
69.850000,12.700000,0.007317,-0.018991,0.000023
63.500000,12.700000,0.005249,-0.017579,0.000013
69.850000,0.000000,0.000000,-0.000000,0.000001
76.200000,0.000000,0.000000,0.000000,-0.000011
76.200000,12.700000,0.009689,-0.021172,0.000018
69.850000,12.700000,0.007317,-0.018991,0.000023
63.500000,12.700000,0.005249,-0.017579,0.000013
69.850000,12.700000,0.007317,-0.018991,0.000023
69.850000,25.400000,0.011366,-0.037721,0.000025
63.500000,25.400000,0.008951,-0.035962,0.000023
69.850000,12.700000,0.007317,-0.018991,0.000023
76.200000,12.700000,0.009689,-0.021172,0.000018
76.200000,25.400000,0.013827,-0.039520,0.000023
69.850000,25.400000,0.011366,-0.037721,0.000025
0.000000,25.400000,-0.010905,-0.036290,0.000020
6.350000,25.400000,-0.008594,-0.035350,0.000022
6.350000,38.100000,-0.009807,-0.053173,0.000024
0.000000,38.100000,-0.012223,-0.054038,0.000024
6.350000,25.400000,-0.008594,-0.035350,0.000022
12.700000,25.400000,-0.006316,-0.034300,0.000020
12.700000,38.100000,-0.007374,-0.052093,0.000025
6.350000,38.100000,-0.009807,-0.053173,0.000024
0.000000,38.100000,-0.012223,-0.054038,0.000024
6.350000,38.100000,-0.009807,-0.053173,0.000024
6.350000,50.800000,-0.011538,-0.071370,0.000025
0.000000,50.800000,-0.014005,-0.072551,0.000026
6.350000,38.100000,-0.009807,-0.053173,0.000024
12.700000,38.100000,-0.007374,-0.052093,0.000025
12.700000,50.800000,-0.009051,-0.070144,0.000027
6.350000,50.800000,-0.011538,-0.071370,0.000025
12.700000,25.400000,-0.006316,-0.034300,0.000020
19.050000,25.400000,-0.004170,-0.033354,0.000017
19.050000,38.100000,-0.004914,-0.050954,0.000026
12.700000,38.100000,-0.007374,-0.052093,0.000025
19.050000,25.400000,-0.004170,-0.033354,0.000017
25.400000,25.400000,-0.002197,-0.032594,0.000014
25.400000,38.100000,-0.002448,-0.049851,0.000026
19.050000,38.100000,-0.004914,-0.050954,0.000026
12.700000,38.100000,-0.007374,-0.052093,0.000025
19.050000,38.100000,-0.004914,-0.050954,0.000026
19.050000,50.800000,-0.006477,-0.068898,0.000030
12.700000,50.800000,-0.009051,-0.070144,0.000027
19.050000,38.100000,-0.004914,-0.050954,0.000026
25.400000,38.100000,-0.002448,-0.049851,0.000026
