X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,-0.000001
6.350000,0.000000,0.000000,0.000000,-0.000000
6.350000,12.700000,-0.003287,-0.008986,0.000005
0.000000,12.700000,-0.004396,-0.009820,0.000004
6.350000,0.000000,0.000000,0.000000,-0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.002296,-0.008505,0.000003
6.350000,12.700000,-0.003287,-0.008986,0.000005
0.000000,12.700000,-0.004396,-0.009820,0.000004
6.350000,12.700000,-0.003287,-0.008986,0.000005
6.350000,25.400000,-0.004565,-0.017870,0.000005
0.000000,25.400000,-0.005717,-0.018292,0.000005
6.350000,12.700000,-0.003287,-0.008986,0.000005
12.700000,12.700000,-0.002296,-0.008505,0.000003
12.700000,25.400000,-0.003423,-0.017426,0.000005
6.350000,25.400000,-0.004565,-0.017870,0.000005
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.001517,-0.008258,0.000002
12.700000,12.700000,-0.002296,-0.008505,0.000003
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.000882,-0.008122,0.000001
19.050000,12.700000,-0.001517,-0.008258,0.000002
12.700000,12.700000,-0.002296,-0.008505,0.000003
19.050000,12.700000,-0.001517,-0.008258,0.000002
19.050000,25.400000,-0.002344,-0.017050,0.000004
12.700000,25.400000,-0.003423,-0.017426,0.000005
19.050000,12.700000,-0.001517,-0.008258,0.000002
25.400000,12.700000,-0.000882,-0.008122,0.000001
25.400000,25.400000,-0.001350,-0.016768,0.000003
19.050000,25.400000,-0.002344,-0.017050,0.000004
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000336,-0.008056,0.000001
25.400000,12.700000,-0.000882,-0.008122,0.000001
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000168,-0.008052,0.000001
31.750000,12.700000,-0.000336,-0.008056,0.000001
25.400000,12.700000,-0.000882,-0.008122,0.000001
31.750000,12.700000,-0.000336,-0.008056,0.000001
31.750000,25.400000,-0.000434,-0.016598,0.000003
25.400000,25.400000,-0.001350,-0.016768,0.000003
31.750000,12.700000,-0.000336,-0.008056,0.000001
38.100000,12.700000,0.000168,-0.008052,0.000001
38.100000,25.400000,0.000431,-0.016565,0.000003
31.750000,25.400000,-0.000434,-0.016598,0.000003
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.000670,-0.008113,0.000001
38.100000,12.700000,0.000168,-0.008052,0.000001
44.450000,0.000000,0.000000,-0.000000,0.000000
50.800000,0.000000,0.000000,0.000000,0.000000
50.800000,12.700000,0.001217,-0.008243,0.000002
44.450000,12.700000,0.000670,-0.008113,0.000001
50.800000,0.000000,0.000000,0.000000,0.000000
57.150000,-0.000000,0.000000,0.000000,0.000000
57.150000,12.700000,0.001858,-0.008457,0.000002
50.800000,12.700000,0.001217,-0.008243,0.000002
57.150000,-0.000000,0.000000,-0.000000,0.000000
63.500000,0.000000,0.000000,0.000000,0.000000
63.500000,12.700000,0.002656,-0.008803,0.000003
57.150000,12.700000,0.001858,-0.008457,0.000002
50.800000,12.700000,0.001217,-0.008243,0.000002
57.150000,12.700000,0.001858,-0.008457,0.000002
57.150000,25.400000,0.003208,-0.017437,0.000004
50.800000,25.400000,0.002203,-0.016994,0.000004
57.150000,12.700000,0.001858,-0.008457,0.000002
63.500000,12.700000,0.002656,-0.008803,0.000003
63.500000,25.400000,0.004318,-0.018000,0.000005
57.150000,25.400000,0.003208,-0.017437,0.000004
63.500000,0.000000,0.000000,0.000000,0.000000
69.850000,0.000000,0.000000,0.000000,0.000000
69.850000,12.700000,0.003684,-0.009418,0.000005
63.500000,12.700000,0.002656,-0.008803,0.000003
69.850000,0.000000,0.000000,-0.000000,0.000000
76.200000,0.000000,0.000000,0.000000,-0.000002
76.200000,12.700000,0.004851,-0.010445,0.000004
69.850000,12.700000,0.003684,-0.009418,0.000005
63.500000,12.700000,0.002656,-0.008803,0.000003
69.850000,12.700000,0.003684,-0.009418,0.000005
69.850000,25.400000,0.005503,-0.018664,0.000005
63.500000,25.400000,0.004318,-0.018000,0.000005
69.850000,12.700000,0.003684,-0.009418,0.000005
76.200000,12.700000,0.004851,-0.010445,0.000004
76.200000,25.400000,0.006702,-0.019358,0.000005
69.850000,25.400000,0.005503,-0.018664,0.000005
0.000000,25.400000,-0.005717,-0.018292,0.000005
6.350000,25.400000,-0.004565,-0.017870,0.000005
6.350000,38.100000,-0.004997,-0.026787,0.000005
0.000000,38.100000,-0.006193,-0.027053,0.000005
6.350000,25.400000,-0.004565,-0.017870,0.000005
12.700000,25.400000,-0.003423,-0.017426,0.000005
12.700000,38.100000,-0.003792,-0.026410,0.000005
6.350000,38.100000,-0.004997,-0.026787,0.000005
0.000000,38.100000,-0.006193,-0.027053,0.000005
6.350000,38.100000,-0.004997,-0.026787,0.000005
