X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,0.000000
6.350000,0.000000,0.000000,0.000000,0.000000
6.350000,12.700000,-0.001702,-0.004589,0.000001
0.000000,12.700000,-0.002268,-0.005019,0.000001
6.350000,0.000000,0.000000,0.000000,0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.001197,-0.004346,0.000001
6.350000,12.700000,-0.001702,-0.004589,0.000001
0.000000,12.700000,-0.002268,-0.005019,0.000001
6.350000,12.700000,-0.001702,-0.004589,0.000001
6.350000,25.400000,-0.002368,-0.009116,0.000001
0.000000,25.400000,-0.002953,-0.009327,0.000001
6.350000,12.700000,-0.001702,-0.004589,0.000001
12.700000,12.700000,-0.001197,-0.004346,0.000001
12.700000,25.400000,-0.001786,-0.008900,0.000001
6.350000,25.400000,-0.002368,-0.009116,0.000001
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.000798,-0.004225,0.000000
12.700000,12.700000,-0.001197,-0.004346,0.000001
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.000472,-0.004160,0.000000
19.050000,12.700000,-0.000798,-0.004225,0.000000
12.700000,12.700000,-0.001197,-0.004346,0.000001
19.050000,12.700000,-0.000798,-0.004225,0.000000
19.050000,25.400000,-0.001236,-0.008722,0.000001
12.700000,25.400000,-0.001786,-0.008900,0.000001
19.050000,12.700000,-0.000798,-0.004225,0.000000
25.400000,12.700000,-0.000472,-0.004160,0.000000
25.400000,25.400000,-0.000727,-0.008592,0.000001
19.050000,25.400000,-0.001236,-0.008722,0.000001
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000189,-0.004130,0.000000
25.400000,12.700000,-0.000472,-0.004160,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000074,-0.004129,0.000000
31.750000,12.700000,-0.000189,-0.004130,0.000000
25.400000,12.700000,-0.000472,-0.004160,0.000000
31.750000,12.700000,-0.000189,-0.004130,0.000000
31.750000,25.400000,-0.000257,-0.008516,0.000001
25.400000,25.400000,-0.000727,-0.008592,0.000001
31.750000,12.700000,-0.000189,-0.004130,0.000000
38.100000,12.700000,0.000074,-0.004129,0.000000
38.100000,25.400000,0.000190,-0.008504,0.000001
31.750000,25.400000,-0.000257,-0.008516,0.000001
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.000336,-0.004157,0.000000
