X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,-0.000001
6.350000,0.000000,0.000000,0.000000,-0.000000
6.350000,12.700000,-0.003122,-0.008503,0.000004
0.000000,12.700000,-0.004172,-0.009295,0.000003
6.350000,0.000000,0.000000,0.000000,-0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.002185,-0.008049,0.000003
6.350000,12.700000,-0.003122,-0.008503,0.000004
0.000000,12.700000,-0.004172,-0.009295,0.000003
6.350000,12.700000,-0.003122,-0.008503,0.000004
6.350000,25.400000,-0.004340,-0.016906,0.000005
0.000000,25.400000,-0.005428,-0.017304,0.000004
6.350000,12.700000,-0.003122,-0.008503,0.000004
12.700000,12.700000,-0.002185,-0.008049,0.000003
12.700000,25.400000,-0.003259,-0.016490,0.000004
6.350000,25.400000,-0.004340,-0.016906,0.000005
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.001447,-0.007817,0.000002
12.700000,12.700000,-0.002185,-0.008049,0.000003
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.000846,-0.007691,0.000001
19.050000,12.700000,-0.001447,-0.007817,0.000002
12.700000,12.700000,-0.002185,-0.008049,0.000003
19.050000,12.700000,-0.001447,-0.007817,0.000002
19.050000,25.400000,-0.002239,-0.016140,0.000004
12.700000,25.400000,-0.003259,-0.016490,0.000004
19.050000,12.700000,-0.001447,-0.007817,0.000002
25.400000,12.700000,-0.000846,-0.007691,0.000001
25.400000,25.400000,-0.001298,-0.015879,0.000003
19.050000,25.400000,-0.002239,-0.016140,0.000004
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000327,-0.007630,0.000001
25.400000,12.700000,-0.000846,-0.007691,0.000001
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000152,-0.007626,0.000001
31.750000,12.700000,-0.000327,-0.007630,0.000001
25.400000,12.700000,-0.000846,-0.007691,0.000001
31.750000,12.700000,-0.000327,-0.007630,0.000001
31.750000,25.400000,-0.000430,-0.015722,0.000003
25.400000,25.400000,-0.001298,-0.015879,0.000003
31.750000,12.700000,-0.000327,-0.007630,0.000001
38.100000,12.700000,0.000152,-0.007626,0.000001
38.100000,25.400000,0.000390,-0.015692,0.000002
31.750000,25.400000,-0.000430,-0.015722,0.000003
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.000630,-0.007681,0.000001
38.100000,12.700000,0.000152,-0.007626,0.000001
44.450000,0.000000,0.000000,-0.000000,0.000000
50.800000,0.000000,0.000000,0.000000,0.000000
50.800000,12.700000,0.001149,-0.007801,0.000001
44.450000,12.700000,0.000630,-0.007681,0.000001
50.800000,0.000000,0.000000,0.000000,0.000000
57.150000,-0.000000,0.000000,0.000000,0.000000
57.150000,12.700000,0.001756,-0.007998,0.000002
50.800000,12.700000,0.001149,-0.007801,0.000001
57.150000,-0.000000,0.000000,-0.000000,0.000000
63.500000,0.000000,0.000000,0.000000,0.000000
63.500000,12.700000,0.002511,-0.008319,0.000003
57.150000,12.700000,0.001756,-0.007998,0.000002
50.800000,12.700000,0.001149,-0.007801,0.000001
57.150000,12.700000,0.001756,-0.007998,0.000002
57.150000,25.400000,0.003021,-0.016492,0.000004
50.800000,25.400000,0.002071,-0.016085,0.000004
57.150000,12.700000,0.001756,-0.007998,0.000002
63.500000,12.700000,0.002511,-0.008319,0.000003
63.500000,25.400000,0.004070,-0.017011,0.000004
57.150000,25.400000,0.003021,-0.016492,0.000004
63.500000,0.000000,0.000000,0.000000,0.000000
69.850000,0.000000,0.000000,0.000000,0.000000
69.850000,12.700000,0.003483,-0.008895,0.000005
63.500000,12.700000,0.002511,-0.008319,0.000003
69.850000,0.000000,0.000000,-0.000000,0.000000
76.200000,0.000000,0.000000,0.000000,-0.000001
76.200000,12.700000,0.004584,-0.009861,0.000004
69.850000,12.700000,0.003483,-0.008895,0.000005
63.500000,12.700000,0.002511,-0.008319,0.000003
69.850000,12.700000,0.003483,-0.008895,0.000005
69.850000,25.400000,0.005189,-0.017625,0.000005
63.500000,25.400000,0.004070,-0.017011,0.000004
69.850000,12.700000,0.003483,-0.008895,0.000005
76.200000,12.700000,0.004584,-0.009861,0.000004
76.200000,25.400000,0.006320,-0.018268,0.000004
69.850000,25.400000,0.005189,-0.017625,0.000005
0.000000,25.400000,-0.005428,-0.017304,0.000004
6.350000,25.400000,-0.004340,-0.016906,0.000005
6.350000,38.100000,-0.004743,-0.025333,0.000005
0.000000,38.100000,-0.005873,-0.025576,0.000005
6.350000,25.400000,-0.004340,-0.016906,0.000005
12.700000,25.400000,-0.003259,-0.016490,0.000004
12.700000,38.100000,-0.003605,-0.024987,0.000005
6.350000,38.100000,-0.004743,-0.025333,0.000005
0.000000,38.100000,-0.005873,-0.025576,0.000005
6.350000,38.100000,-0.004743,-0.025333,0.000005
