X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,-0.000004
6.350000,0.000000,0.000000,0.000000,-0.000000
6.350000,12.700000,-0.004812,-0.013495,0.000011
0.000000,12.700000,-0.006482,-0.014722,0.000008
6.350000,0.000000,0.000000,0.000000,-0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.003322,-0.012764,0.000007
6.350000,12.700000,-0.004812,-0.013495,0.000011
0.000000,12.700000,-0.006482,-0.014722,0.000008
6.350000,12.700000,-0.004812,-0.013495,0.000011
6.350000,25.400000,-0.006660,-0.026888,0.000012
0.000000,25.400000,-0.008405,-0.027543,0.000011
6.350000,12.700000,-0.004812,-0.013495,0.000011
12.700000,12.700000,-0.003322,-0.012764,0.000007
12.700000,25.400000,-0.004935,-0.026170,0.000011
6.350000,25.400000,-0.006660,-0.026888,0.000012
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.002153,-0.012369,0.000004
12.700000,12.700000,-0.003322,-0.012764,0.000007
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.001210,-0.012140,0.000003
19.050000,12.700000,-0.002153,-0.012369,0.000004
12.700000,12.700000,-0.003322,-0.012764,0.000007
19.050000,12.700000,-0.002153,-0.012369,0.000004
19.050000,25.400000,-0.003311,-0.025540,0.000009
12.700000,25.400000,-0.004935,-0.026170,0.000011
19.050000,12.700000,-0.002153,-0.012369,0.000004
25.400000,12.700000,-0.001210,-0.012140,0.000003
25.400000,25.400000,-0.001818,-0.025051,0.000008
19.050000,25.400000,-0.003311,-0.025540,0.000009
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000408,-0.012025,0.000002
25.400000,12.700000,-0.001210,-0.012140,0.000003
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000325,-0.012019,0.000002
31.750000,12.700000,-0.000408,-0.012025,0.000002
25.400000,12.700000,-0.001210,-0.012140,0.000003
31.750000,12.700000,-0.000408,-0.012025,0.000002
31.750000,25.400000,-0.000450,-0.024747,0.000007
25.400000,25.400000,-0.001818,-0.025051,0.000008
31.750000,12.700000,-0.000408,-0.012025,0.000002
38.100000,12.700000,0.000325,-0.012019,0.000002
38.100000,25.400000,0.000831,-0.024686,0.000006
31.750000,25.400000,-0.000450,-0.024747,0.000007
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.001055,-0.012130,0.000002
38.100000,12.700000,0.000325,-0.012019,0.000002
44.450000,0.000000,0.000000,-0.000000,0.000000
50.800000,0.000000,0.000000,0.000000,0.000000
50.800000,12.700000,0.001857,-0.012367,0.000003
44.450000,12.700000,0.001055,-0.012130,0.000002
50.800000,0.000000,0.000000,0.000000,0.000000
57.150000,-0.000000,0.000000,0.000000,0.000000
57.150000,12.700000,0.002810,-0.012747,0.000004
50.800000,12.700000,0.001857,-0.012367,0.000003
57.150000,-0.000000,0.000000,-0.000000,0.000000
63.500000,0.000000,0.000000,0.000000,0.000000
