X,Y,U,V,Phi
0.000000,0.000000,0.000000,0.000000,-0.000003
6.350000,0.000000,0.000000,0.000000,-0.000000
6.350000,12.700000,-0.004487,-0.012527,0.000009
0.000000,12.700000,-0.006038,-0.013670,0.000007
6.350000,0.000000,0.000000,0.000000,-0.000000
12.700000,0.000000,0.000000,0.000000,0.000000
12.700000,12.700000,-0.003105,-0.011851,0.000006
6.350000,12.700000,-0.004487,-0.012527,0.000009
0.000000,12.700000,-0.006038,-0.013670,0.000007
6.350000,12.700000,-0.004487,-0.012527,0.000009
6.350000,25.400000,-0.006213,-0.024952,0.000010
0.000000,25.400000,-0.007830,-0.025554,0.000009
6.350000,12.700000,-0.004487,-0.012527,0.000009
12.700000,12.700000,-0.003105,-0.011851,0.000006
12.700000,25.400000,-0.004613,-0.024296,0.000009
6.350000,25.400000,-0.006213,-0.024952,0.000010
12.700000,0.000000,-0.000000,-0.000000,0.000000
19.050000,0.000000,0.000000,0.000000,0.000000
19.050000,12.700000,-0.002020,-0.011489,0.000004
12.700000,12.700000,-0.003105,-0.011851,0.000006
19.050000,0.000000,0.000000,0.000000,0.000000
25.400000,0.000000,0.000000,0.000000,0.000000
25.400000,12.700000,-0.001142,-0.011282,0.000002
19.050000,12.700000,-0.002020,-0.011489,0.000004
12.700000,12.700000,-0.003105,-0.011851,0.000006
19.050000,12.700000,-0.002020,-0.011489,0.000004
19.050000,25.400000,-0.003106,-0.023723,0.000008
12.700000,25.400000,-0.004613,-0.024296,0.000009
19.050000,12.700000,-0.002020,-0.011489,0.000004
25.400000,12.700000,-0.001142,-0.011282,0.000002
25.400000,25.400000,-0.001720,-0.023282,0.000007
19.050000,25.400000,-0.003106,-0.023723,0.000008
25.400000,0.000000,-0.000000,-0.000000,0.000000
31.750000,-0.000000,-0.000000,-0.000000,0.000000
31.750000,12.700000,-0.000394,-0.011179,0.000002
25.400000,12.700000,-0.001142,-0.011282,0.000002
31.750000,-0.000000,-0.000000,-0.000000,0.000000
38.100000,0.000000,0.000000,0.000000,0.000000
38.100000,12.700000,0.000290,-0.011174,0.000002
31.750000,12.700000,-0.000394,-0.011179,0.000002
25.400000,12.700000,-0.001142,-0.011282,0.000002
31.750000,12.700000,-0.000394,-0.011179,0.000002
31.750000,25.400000,-0.000449,-0.023009,0.000006
25.400000,25.400000,-0.001720,-0.023282,0.000007
31.750000,12.700000,-0.000394,-0.011179,0.000002
38.100000,12.700000,0.000290,-0.011174,0.000002
38.100000,25.400000,0.000743,-0.022956,0.000005
31.750000,25.400000,-0.000449,-0.023009,0.000006
38.100000,0.000000,0.000000,0.000000,0.000000
44.450000,0.000000,0.000000,0.000000,0.000000
44.450000,12.700000,0.000973,-0.011273,0.000002
38.100000,12.700000,0.000290,-0.011174,0.000002
44.450000,0.000000,0.000000,-0.000000,0.000000
50.800000,0.000000,0.000000,0.000000,0.000000
50.800000,12.700000,0.001721,-0.011486,0.000003
44.450000,12.700000,0.000973,-0.011273,0.000002
50.800000,0.000000,0.000000,0.000000,0.000000
57.150000,-0.000000,0.000000,0.000000,0.000000
57.150000,12.700000,0.002607,-0.011829,0.000004
50.800000,12.700000,0.001721,-0.011486,0.000003
57.150000,-0.000000,0.000000,-0.000000,0.000000
63.500000,0.000000,0.000000,0.000000,0.000000
63.500000,12.700000,0.003723,-0.012363,0.000006
57.150000,12.700000,0.002607,-0.011829,0.000004
50.800000,12.700000,0.001721,-0.011486,0.000003
57.150000,12.700000,0.002607,-0.011829,0.000004
57.150000,25.400000,0.004597,-0.024381,0.000008
50.800000,25.400000,0.003190,-0.023659,0.000008
57.150000,12.700000,0.002607,-0.011829,0.000004
63.500000,12.700000,0.003723,-0.012363,0.000006
63.500000,25.400000,0.006161,-0.025283,0.000010
57.150000,25.400000,0.004597,-0.024381,0.000008
63.500000,0.000000,0.000000,0.000000,0.000000
69.850000,0.000000,0.000000,0.000000,0.000000
69.850000,12.700000,0.005171,-0.013276,0.000010
63.500000,12.700000,0.003723,-0.012363,0.000006
69.850000,0.000000,0.000000,-0.000000,0.000000
76.200000,0.000000,0.000000,0.000000,-0.000004
76.200000,12.700000,0.006820,-0.014753,0.000008
69.850000,12.700000,0.005171,-0.013276,0.000010
63.500000,12.700000,0.003723,-0.012363,0.000006
69.850000,12.700000,0.005171,-0.013276,0.000010
69.850000,25.400000,0.007837,-0.026329,0.000011
63.500000,25.400000,0.006161,-0.025283,0.000010
69.850000,12.700000,0.005171,-0.013276,0.000010
76.200000,12.700000,0.006820,-0.014753,0.000008
76.200000,25.400000,0.009538,-0.027410,0.000010
69.850000,25.400000,0.007837,-0.026329,0.000011
0.000000,25.400000,-0.007830,-0.025554,0.000009
6.350000,25.400000,-0.006213,-0.024952,0.000010
6.350000,38.100000,-0.006865,-0.037464,0.000011
0.000000,38.100000,-0.008552,-0.037910,0.000011
6.350000,25.400000,-0.006213,-0.024952,0.000010
12.700000,25.400000,-0.004613,-0.024296,0.000009
12.700000,38.100000,-0.005168,-0.036855,0.000011
6.350000,38.100000,-0.006865,-0.037464,0.000011
0.000000,38.100000,-0.008552,-0.037910,0.000011
6.350000,38.100000,-0.006865,-0.037464,0.000011
6.350000,50.800000,-0.007600,-0.050259,0.000012
0.000000,50.800000,-0.009333,-0.050830,0.000012
6.350000,38.100000,-0.006865,-0.037464,0.000011
12.700000,38.100000,-0.005168,-0.036855,0.000011
12.700000,50.800000,-0.005853,-0.049602,0.000012
6.350000,50.800000,-0.007600,-0.050259,0.000012
12.700000,25.400000,-0.004613,-0.024296,0.000009
19.050000,25.400000,-0.003106,-0.023723,0.000008
19.050000,38.100000,-0.003466,-0.036197,0.000011
12.700000,38.100000,-0.005168,-0.036855,0.000011
19.050000,25.400000,-0.003106,-0.023723,0.000008
25.400000,25.400000,-0.001720,-0.023282,0.000007
25.400000,38.100000,-0.001784,-0.035566,0.000011
19.050000,38.100000,-0.003466,-0.036197,0.000011
12.700000,38.100000,-0.005168,-0.036855,0.000011
19.050000,38.100000,-0.003466,-0.036197,0.000011
19.050000,50.800000,-0.004053,-0.048898,0.000013
12.700000,50.800000,-0.005853,-0.049602,0.000012
19.050000,38.100000,-0.003466,-0.036197,0.000011
25.400000,38.100000,-0.001784,-0.035566,0.000011
25.400000,50.800000,-0.002148,-0.048151,0.000016
19.050000,50.800000,-0.004053,-0.048898,0.000013
25.400000,25.400000,-0.001720,-0.023282,0.000007
31.750000,25.400000,-0.000449,-0.023009,0.000006
31.750000,38.100000,-0.000166,-0.035044,0.000009
25.400000,38.100000,-0.001784,-0.035566,0.000011
31.750000,25.400000,-0.000449,-0.023009,0.000006
38.100000,25.400000,0.000743,-0.022956,0.000005
38.100000,38.100000,0.001333,-0.034803,0.000008
31.750000,38.100000,-0.000166,-0.035044,0.000009
25.400000,38.100000,-0.001784,-0.035566,0.000011
31.750000,38.100000,-0.000166,-0.035044,0.000009
31.750000,50.800000,-0.000080,-0.047275,0.000019
25.400000,50.800000,-0.002148,-0.048151,0.000016
31.750000,38.100000,-0.000166,-0.035044,0.000009
38.100000,38.100000,0.001333,-0.034803,0.000008
38.100000,50.800000,0.002018,-0.046248,0.000018
31.750000,50.800000,-0.000080,-0.047275,0.000019
57.150000,25.400000,0.004597,-0.024381,0.000008
63.500000,25.400000,0.006161,-0.025283,0.000010
63.500000,38.100000,0.007903,-0.038318,0.000014
57.150000,38.100000,0.006022,-0.037192,0.000013
57.150000,38.100000,0.006022,-0.037192,0.000013
63.500000,38.100000,0.007903,-0.038318,0.000014
63.500000,50.800000,0.010094,-0.051864,0.000016
57.150000,50.800000,0.007898,-0.050944,0.000028
63.500000,25.400000,0.006161,-0.025283,0.000010
69.850000,25.400000,0.007837,-0.026329,0.000011
69.850000,38.100000,0.009739,-0.039331,0.000012
63.500000,38.100000,0.007903,-0.038318,0.000014
69.850000,25.400000,0.007837,-0.026329,0.000011
76.200000,25.400000,0.009538,-0.027410,0.000010
76.200000,38.100000,0.011488,-0.040324,0.000011
69.850000,38.100000,0.009739,-0.039331,0.000012
63.500000,38.100000,0.007903,-0.038318,0.000014
69.850000,38.100000,0.009739,-0.039331,0.000012
69.850000,50.800000,0.011918,-0.052385,0.000012
63.500000,50.800000,0.010094,-0.051864,0.000016
69.850000,38.100000,0.009739,-0.039331,0.000012
76.200000,38.100000,0.011488,-0.040324,0.000011
76.200000,50.800000,0.013595,-0.053083,0.000010
69.850000,50.800000,0.011918,-0.052385,0.000012
0.000000,50.800000,-0.009333,-0.050830,0.000012
6.350000,50.800000,-0.007600,-0.050259,0.000012
6.350000,63.500000,-0.008903,-0.063204,0.000012
-0.000000,63.500000,-0.010645,-0.063998,0.000012
6.350000,50.800000,-0.007600,-0.050259,0.000012
12.700000,50.800000,-0.005853,-0.049602,0.000012
12.700000,63.500000,-0.007172,-0.062394,0.000011
6.350000,63.500000,-0.008903,-0.063204,0.000012
-0.000000,63.500000,-0.010645,-0.063998,0.000012
6.350000,63.500000,-0.008903,-0.063204,0.000012
6.350000,76.200000,-0.010792,-0.076217,0.000013
0.000000,76.200000,-0.012526,-0.077085,0.000011
6.350000,63.500000,-0.008903,-0.063204,0.000012
12.700000,63.500000,-0.007172,-0.062394,0.000011
12.700000,76.200000,-0.008910,-0.075428,0.000016
6.350000,76.200000,-0.010792,-0.076217,0.000013
12.700000,50.800000,-0.005853,-0.049602,0.000012
19.050000,50.800000,-0.004053,-0.048898,0.000013
19.050000,63.500000,-0.005506,-0.061549,0.000010
12.700000,63.500000,-0.007172,-0.062394,0.000011
19.050000,50.800000,-0.004053,-0.048898,0.000013
25.400000,50.800000,-0.002148,-0.048151,0.000016
25.400000,63.500000,-0.004032,-0.060803,0.000007
19.050000,63.500000,-0.005506,-0.061549,0.000010
12.700000,63.500000,-0.007172,-0.062394,0.000011
19.050000,63.500000,-0.005506,-0.061549,0.000010
19.050000,76.200000,-0.006802,-0.074252,0.000020
12.700000,76.200000,-0.008910,-0.075428,0.000016
19.050000,63.500000,-0.005506,-0.061549,0.000010
25.400000,63.500000,-0.004032,-0.060803,0.000007
25.400000,76.200000,-0.004648,-0.072405,0.000018
19.050000,76.200000,-0.006802,-0.074252,0.000020
25.400000,50.800000,-0.002148,-0.048151,0.000016
31.750000,50.800000,-0.000080,-0.047275,0.000019
31.750000,63.500000,-0.002649,-0.060309,0.000009
25.400000,63.500000,-0.004032,-0.060803,0.000007
57.150000,50.800000,0.007898,-0.050944,0.000028
63.500000,50.800000,0.010094,-0.051864,0.000016
63.500000,63.500000,0.011383,-0.065159,0.000007
57.150000,63.500000,0.010261,-0.065477,0.000007
57.150000,63.500000,0.010261,-0.065477,0.000007
63.500000,63.500000,0.011383,-0.065159,0.000007
63.500000,76.200000,0.009005,-0.078620,0.000016
57.150000,76.200000,0.006844,-0.079868,0.000022
63.500000,50.800000,0.010094,-0.051864,0.000016
69.850000,50.800000,0.011918,-0.052385,0.000012
69.850000,63.500000,0.012825,-0.065007,0.000009
63.500000,63.500000,0.011383,-0.065159,0.000007
69.850000,50.800000,0.011918,-0.052385,0.000012
76.200000,50.800000,0.013595,-0.053083,0.000010
76.200000,63.500000,0.014389,-0.064773,0.000009
69.850000,63.500000,0.012825,-0.065007,0.000009
63.500000,63.500000,0.011383,-0.065159,0.000007
69.850000,63.500000,0.012825,-0.065007,0.000009
69.850000,76.200000,0.010905,-0.077808,0.000013
63.500000,76.200000,0.009005,-0.078620,0.000016
69.850000,63.500000,0.012825,-0.065007,0.000009
76.200000,63.500000,0.014389,-0.064773,0.000009
76.200000,76.200000,0.012640,-0.076920,0.000011
69.850000,76.200000,0.010905,-0.077808,0.000013
0.000000,76.200000,-0.012526,-0.077085,0.000011
6.350000,76.200000,-0.010792,-0.076217,0.000013
6.350000,88.900000,-0.012691,-0.089018,0.000009
-0.000000,88.900000,-0.014263,-0.089282,0.000009
6.350000,76.200000,-0.010792,-0.076217,0.000013
12.700000,76.200000,-0.008910,-0.075428,0.000016
12.700000,88.900000,-0.011215,-0.088854,0.000007
6.350000,88.900000,-0.012691,-0.089018,0.000009
-0.000000,88.900000,-0.014263,-0.089282,0.000009
6.350000,88.900000,-0.012691,-0.089018,0.000009
6.350000,101.600000,-0.011957,-0.101609,0.000011
0.000000,101.600000,-0.013620,-0.100963,0.000010
6.350000,88.900000,-0.012691,-0.089018,0.000009
12.700000,88.900000,-0.011215,-0.088854,0.000007
12.700000,101.600000,-0.010172,-0.102073,0.000014
6.350000,101.600000,-0.011957,-0.101609,0.000011
12.700000,76.200000,-0.008910,-0.075428,0.000016
19.050000,76.200000,-0.006802,-0.074252,0.000020
19.050000,88.900000,-0.010003,-0.088539,0.000005
